Date,Currency,Exchange
30-06-2019,CAD,1.3087
30-06-2019,AUD,1.4274
30-06-2019,EUR,0.8787
30-06-2019,GBP,0.7878
01-07-2019,USD,1.0
01-07-2019,CAD,1.3099
01-07-2019,AUD,1.4297
01-07-2019,EUR,0.8811
01-07-2019,GBP,0.7905
02-07-2019,USD,1.0
02-07-2019,CAD,1.3113
02-07-2019,AUD,1.4295
02-07-2019,EUR,0.8849
02-07-2019,GBP,0.7915
03-07-2019,USD,1.0
03-07-2019,CAD,1.31
03-07-2019,AUD,1.425
03-07-2019,EUR,0.8855
03-07-2019,GBP,0.7947
04-07-2019,USD,1.0
04-07-2019,CAD,1.3066
04-07-2019,AUD,1.4242
04-07-2019,EUR,0.8859
04-07-2019,GBP,0.7949
05-07-2019,USD,1.0
05-07-2019,CAD,1.3066
05-07-2019,AUD,1.426
05-07-2019,EUR,0.8881
05-07-2019,GBP,0.7967
06-07-2019,USD,1.0
06-07-2019,CAD,1.3066
06-07-2019,AUD,1.426
06-07-2019,EUR,0.8881
06-07-2019,GBP,0.7967
07-07-2019,USD,1.0
07-07-2019,CAD,1.3066
07-07-2019,AUD,1.426
07-07-2019,EUR,0.8881
07-07-2019,GBP,0.7967
08-07-2019,USD,1.0
08-07-2019,CAD,1.3056
08-07-2019,AUD,1.4318
08-07-2019,EUR,0.8917
08-07-2019,GBP,0.7992
09-07-2019,USD,1.0
09-07-2019,CAD,1.3124
09-07-2019,AUD,1.4426
09-07-2019,EUR,0.8925
09-07-2019,GBP,0.803
10-07-2019,USD,1.0
10-07-2019,CAD,1.3113
10-07-2019,AUD,1.4447
10-07-2019,EUR,0.8913
10-07-2019,GBP,0.8015
11-07-2019,USD,1.0
11-07-2019,CAD,1.3057
11-07-2019,AUD,1.4315
11-07-2019,EUR,0.8861
11-07-2019,GBP,0.7957
12-07-2019,USD,1.0
12-07-2019,CAD,1.3034
12-07-2019,AUD,1.4309
12-07-2019,EUR,0.8887
12-07-2019,GBP,0.7979
13-07-2019,USD,1.0
13-07-2019,CAD,1.3034
13-07-2019,AUD,1.4309
13-07-2019,EUR,0.8887
13-07-2019,GBP,0.7979
14-07-2019,USD,1.0
14-07-2019,CAD,1.3034
14-07-2019,AUD,1.4309
14-07-2019,EUR,0.8887
14-07-2019,GBP,0.7979
15-07-2019,USD,1.0
15-07-2019,CAD,1.303
15-07-2019,AUD,1.4219
15-07-2019,EUR,0.8874
15-07-2019,GBP,0.7975
16-07-2019,USD,1.0
16-07-2019,CAD,1.3047
16-07-2019,AUD,1.4216
16-07-2019,EUR,0.891
16-07-2019,GBP,0.8042
17-07-2019,USD,1.0
17-07-2019,CAD,1.3066
17-07-2019,AUD,1.4275
17-07-2019,EUR,0.8917
17-07-2019,GBP,0.8055
18-07-2019,USD,1.0
18-07-2019,CAD,1.3062
18-07-2019,AUD,1.4215
18-07-2019,EUR,0.8916
18-07-2019,GBP,0.8011
19-07-2019,USD,1.0
19-07-2019,CAD,1.3055
19-07-2019,AUD,1.4175
19-07-2019,EUR,0.8908
19-07-2019,GBP,0.7985
20-07-2019,USD,1.0
20-07-2019,CAD,1.3055
20-07-2019,AUD,1.4175
20-07-2019,EUR,0.8908
20-07-2019,GBP,0.7985
21-07-2019,USD,1.0
21-07-2019,CAD,1.3055
21-07-2019,AUD,1.4175
21-07-2019,EUR,0.8908
21-07-2019,GBP,0.7985
22-07-2019,USD,1.0
22-07-2019,CAD,1.3076
22-07-2019,AUD,1.4188
22-07-2019,EUR,0.8917
22-07-2019,GBP,0.8022
23-07-2019,USD,1.0
23-07-2019,CAD,1.3149
23-07-2019,AUD,1.4229
23-07-2019,EUR,0.895
23-07-2019,GBP,0.804
24-07-2019,USD,1.0
24-07-2019,CAD,1.313
24-07-2019,AUD,1.4327
24-07-2019,EUR,0.8977
24-07-2019,GBP,0.8002
25-07-2019,USD,1.0
25-07-2019,CAD,1.3127
25-07-2019,AUD,1.4344
25-07-2019,EUR,0.8997
25-07-2019,GBP,0.8004
26-07-2019,USD,1.0
26-07-2019,CAD,1.318
26-07-2019,AUD,1.4439
26-07-2019,EUR,0.8978
26-07-2019,GBP,0.8047
27-07-2019,USD,1.0
27-07-2019,CAD,1.318
27-07-2019,AUD,1.4439
27-07-2019,EUR,0.8978
27-07-2019,GBP,0.8047
28-07-2019,USD,1.0
28-07-2019,CAD,1.318
28-07-2019,AUD,1.4439
28-07-2019,EUR,0.8978
28-07-2019,GBP,0.8047
29-07-2019,USD,1.0
29-07-2019,CAD,1.3171
29-07-2019,AUD,1.4489
29-07-2019,EUR,0.8994
29-07-2019,GBP,0.8134
30-07-2019,USD,1.0
30-07-2019,CAD,1.3171
30-07-2019,AUD,1.4514
30-07-2019,EUR,0.8965
30-07-2019,GBP,0.8217
31-07-2019,USD,1.0
31-07-2019,CAD,1.3149
31-07-2019,AUD,1.4505
31-07-2019,EUR,0.8968
31-07-2019,GBP,0.8217
01-08-2019,USD,1.0
01-08-2019,CAD,1.323
01-08-2019,AUD,1.4619
01-08-2019,EUR,0.906
01-08-2019,GBP,0.8259
02-08-2019,USD,1.0
02-08-2019,CAD,1.3234
02-08-2019,AUD,1.4735
02-08-2019,EUR,0.9004
02-08-2019,GBP,0.8239
03-08-2019,USD,1.0
03-08-2019,CAD,1.3234
03-08-2019,AUD,1.4735
03-08-2019,EUR,0.9004
03-08-2019,GBP,0.8239
04-08-2019,USD,1.0
04-08-2019,CAD,1.3234
04-08-2019,AUD,1.4735
04-08-2019,EUR,0.9004
04-08-2019,GBP,0.8239
05-08-2019,USD,1.0
05-08-2019,CAD,1.3213
05-08-2019,AUD,1.4774
05-08-2019,EUR,0.8943
05-08-2019,GBP,0.8217
06-08-2019,USD,1.0
06-08-2019,CAD,1.3216
06-08-2019,AUD,1.472
06-08-2019,EUR,0.8939
06-08-2019,GBP,0.8209
07-08-2019,USD,1.0
07-08-2019,CAD,1.3319
07-08-2019,AUD,1.4844
07-08-2019,EUR,0.8927
07-08-2019,GBP,0.8244
08-08-2019,USD,1.0
08-08-2019,CAD,1.3289
08-08-2019,AUD,1.4726
08-08-2019,EUR,0.8934
08-08-2019,GBP,0.823
09-08-2019,USD,1.0
09-08-2019,CAD,1.3213
09-08-2019,AUD,1.4692
09-08-2019,EUR,0.893
09-08-2019,GBP,0.8289
10-08-2019,USD,1.0
10-08-2019,CAD,1.3213
10-08-2019,AUD,1.4692
10-08-2019,EUR,0.893
10-08-2019,GBP,0.8289
11-08-2019,USD,1.0
11-08-2019,CAD,1.3213
11-08-2019,AUD,1.4692
11-08-2019,EUR,0.893
11-08-2019,GBP,0.8289
12-08-2019,USD,1.0
12-08-2019,CAD,1.3228
12-08-2019,AUD,1.482
12-08-2019,EUR,0.8933
12-08-2019,GBP,0.8274
13-08-2019,USD,1.0
13-08-2019,CAD,1.3268
13-08-2019,AUD,1.4783
13-08-2019,EUR,0.8911
13-08-2019,GBP,0.8272
14-08-2019,USD,1.0
14-08-2019,CAD,1.3293
14-08-2019,AUD,1.4819
14-08-2019,EUR,0.8938
14-08-2019,GBP,0.8283
15-08-2019,USD,1.0
15-08-2019,CAD,1.331
15-08-2019,AUD,1.4746
15-08-2019,EUR,0.8969
15-08-2019,GBP,0.8239
16-08-2019,USD,1.0
16-08-2019,CAD,1.3299
16-08-2019,AUD,1.4735
16-08-2019,EUR,0.9029
16-08-2019,GBP,0.8219
17-08-2019,USD,1.0
17-08-2019,CAD,1.3299
17-08-2019,AUD,1.4735
17-08-2019,EUR,0.9029
17-08-2019,GBP,0.8219
18-08-2019,USD,1.0
18-08-2019,CAD,1.3299
18-08-2019,AUD,1.4735
18-08-2019,EUR,0.9029
18-08-2019,GBP,0.8219
19-08-2019,USD,1.0
19-08-2019,CAD,1.3266
19-08-2019,AUD,1.4749
19-08-2019,EUR,0.9007
19-08-2019,GBP,0.8248
20-08-2019,USD,1.0
20-08-2019,CAD,1.3328
20-08-2019,AUD,1.4759
20-08-2019,EUR,0.9029
20-08-2019,GBP,0.8272
21-08-2019,USD,1.0
21-08-2019,CAD,1.3293
21-08-2019,AUD,1.4713
21-08-2019,EUR,0.9006
21-08-2019,GBP,0.8244
22-08-2019,USD,1.0
22-08-2019,CAD,1.3283
22-08-2019,AUD,1.4779
22-08-2019,EUR,0.9023
22-08-2019,GBP,0.8224
23-08-2019,USD,1.0
23-08-2019,CAD,1.3322
23-08-2019,AUD,1.4818
23-08-2019,EUR,0.9038
23-08-2019,GBP,0.8175
24-08-2019,USD,1.0
24-08-2019,CAD,1.3322
24-08-2019,AUD,1.4818
24-08-2019,EUR,0.9038
24-08-2019,GBP,0.8175
25-08-2019,USD,1.0
25-08-2019,CAD,1.3322
25-08-2019,AUD,1.4818
25-08-2019,EUR,0.9038
25-08-2019,GBP,0.8175
26-08-2019,USD,1.0
26-08-2019,CAD,1.3303
26-08-2019,AUD,1.478
26-08-2019,EUR,0.8996
26-08-2019,GBP,0.8169
27-08-2019,USD,1.0
27-08-2019,CAD,1.3229
27-08-2019,AUD,1.478
27-08-2019,EUR,0.9006
27-08-2019,GBP,0.8144
28-08-2019,USD,1.0
28-08-2019,CAD,1.3312
28-08-2019,AUD,1.4825
28-08-2019,EUR,0.9023
28-08-2019,GBP,0.8195
29-08-2019,USD,1.0
29-08-2019,CAD,1.3276
29-08-2019,AUD,1.4814
29-08-2019,EUR,0.9032
29-08-2019,GBP,0.8177
30-08-2019,USD,1.0
30-08-2019,CAD,1.3282
30-08-2019,AUD,1.4859
30-08-2019,EUR,0.9061
30-08-2019,GBP,0.8206
31-08-2019,USD,1.0
31-08-2019,CAD,1.3282
31-08-2019,AUD,1.4859
31-08-2019,EUR,0.9061
31-08-2019,GBP,0.8206
01-09-2019,USD,1.0
01-09-2019,CAD,1.3282
01-09-2019,AUD,1.4859
01-09-2019,EUR,0.9061
01-09-2019,GBP,0.8206
02-09-2019,USD,1.0
02-09-2019,CAD,1.3341
02-09-2019,AUD,1.4896
02-09-2019,EUR,0.9117
02-09-2019,GBP,0.828
03-09-2019,USD,1.0
03-09-2019,CAD,1.3374
03-09-2019,AUD,1.4855
03-09-2019,EUR,0.9143
03-09-2019,GBP,0.831
04-09-2019,USD,1.0
04-09-2019,CAD,1.3323
04-09-2019,AUD,1.4726
04-09-2019,EUR,0.9076
04-09-2019,GBP,0.8192
05-09-2019,USD,1.0
05-09-2019,CAD,1.3205
05-09-2019,AUD,1.4659
05-09-2019,EUR,0.9043
05-09-2019,GBP,0.8101
06-09-2019,USD,1.0
06-09-2019,CAD,1.3225
06-09-2019,AUD,1.4632
06-09-2019,EUR,0.9069
06-09-2019,GBP,0.8129
07-09-2019,USD,1.0
07-09-2019,CAD,1.3225
07-09-2019,AUD,1.4632
07-09-2019,EUR,0.9069
07-09-2019,GBP,0.8129
08-09-2019,USD,1.0
08-09-2019,CAD,1.3225
08-09-2019,AUD,1.4632
08-09-2019,EUR,0.9069
08-09-2019,GBP,0.8129
09-09-2019,USD,1.0
09-09-2019,CAD,1.3156
09-09-2019,AUD,1.4562
09-09-2019,EUR,0.9064
09-09-2019,GBP,0.8092
10-09-2019,USD,1.0
10-09-2019,CAD,1.3167
10-09-2019,AUD,1.4586
10-09-2019,EUR,0.9058
10-09-2019,GBP,0.8089
11-09-2019,USD,1.0
11-09-2019,CAD,1.3149
11-09-2019,AUD,1.4561
11-09-2019,EUR,0.9088
11-09-2019,GBP,0.8101
12-09-2019,USD,1.0
12-09-2019,CAD,1.3197
12-09-2019,AUD,1.4543
12-09-2019,EUR,0.9122
12-09-2019,GBP,0.8111
13-09-2019,USD,1.0
13-09-2019,CAD,1.3215
13-09-2019,AUD,1.4533
13-09-2019,EUR,0.9012
13-09-2019,GBP,0.8029
14-09-2019,USD,1.0
14-09-2019,CAD,1.3215
14-09-2019,AUD,1.4533
14-09-2019,EUR,0.9012
14-09-2019,GBP,0.8029
15-09-2019,USD,1.0
15-09-2019,CAD,1.3215
15-09-2019,AUD,1.4533
15-09-2019,EUR,0.9012
15-09-2019,GBP,0.8029
16-09-2019,USD,1.0
16-09-2019,CAD,1.3253
16-09-2019,AUD,1.4554
16-09-2019,EUR,0.9065
16-09-2019,GBP,0.8024
17-09-2019,USD,1.0
17-09-2019,CAD,1.326
17-09-2019,AUD,1.4622
17-09-2019,EUR,0.9069
17-09-2019,GBP,0.8055
18-09-2019,USD,1.0
18-09-2019,CAD,1.325
18-09-2019,AUD,1.4611
18-09-2019,EUR,0.9047
18-09-2019,GBP,0.8027
19-09-2019,USD,1.0
19-09-2019,CAD,1.327
19-09-2019,AUD,1.472
19-09-2019,EUR,0.9036
19-09-2019,GBP,0.8018
20-09-2019,USD,1.0
20-09-2019,CAD,1.3269
20-09-2019,AUD,1.4726
20-09-2019,EUR,0.9066
20-09-2019,GBP,0.7999
21-09-2019,USD,1.0
21-09-2019,CAD,1.3269
21-09-2019,AUD,1.4726
21-09-2019,EUR,0.9066
21-09-2019,GBP,0.7999
22-09-2019,USD,1.0
22-09-2019,CAD,1.3269
22-09-2019,AUD,1.4726
22-09-2019,EUR,0.9066
22-09-2019,GBP,0.7999
23-09-2019,USD,1.0
23-09-2019,CAD,1.3278
23-09-2019,AUD,1.4769
23-09-2019,EUR,0.9103
23-09-2019,GBP,0.8042
24-09-2019,USD,1.0
24-09-2019,CAD,1.3256
24-09-2019,AUD,1.4713
24-09-2019,EUR,0.9088
24-09-2019,GBP,0.8012
25-09-2019,USD,1.0
25-09-2019,CAD,1.3276
25-09-2019,AUD,1.4784
25-09-2019,EUR,0.9106
25-09-2019,GBP,0.8074
26-09-2019,USD,1.0
26-09-2019,CAD,1.324
26-09-2019,AUD,1.4776
26-09-2019,EUR,0.9142
26-09-2019,GBP,0.8092
27-09-2019,USD,1.0
27-09-2019,CAD,1.3254
27-09-2019,AUD,1.4803
27-09-2019,EUR,0.9145
27-09-2019,GBP,0.8119
28-09-2019,USD,1.0
28-09-2019,CAD,1.3254
28-09-2019,AUD,1.4803
28-09-2019,EUR,0.9145
28-09-2019,GBP,0.8119
29-09-2019,USD,1.0
29-09-2019,CAD,1.3254
29-09-2019,AUD,1.4803
29-09-2019,EUR,0.9145
29-09-2019,GBP,0.8119
30-09-2019,USD,1.0
30-09-2019,CAD,1.3248
30-09-2019,AUD,1.4809
30-09-2019,EUR,0.9184
30-09-2019,GBP,0.8134
01-10-2019,USD,1.0
01-10-2019,CAD,1.3274
01-10-2019,AUD,1.4933
01-10-2019,EUR,0.9176
01-10-2019,GBP,0.8163
02-10-2019,USD,1.0
02-10-2019,CAD,1.3242
02-10-2019,AUD,1.4967
02-10-2019,EUR,0.9153
02-10-2019,GBP,0.8144
03-10-2019,USD,1.0
03-10-2019,CAD,1.3338
03-10-2019,AUD,1.4879
03-10-2019,EUR,0.9132
03-10-2019,GBP,0.8108
04-10-2019,USD,1.0
04-10-2019,CAD,1.3309
04-10-2019,AUD,1.4798
04-10-2019,EUR,0.9108
04-10-2019,GBP,0.811
05-10-2019,USD,1.0
05-10-2019,CAD,1.3309
05-10-2019,AUD,1.4798
05-10-2019,EUR,0.9108
05-10-2019,GBP,0.811
06-10-2019,USD,1.0
06-10-2019,CAD,1.3309
06-10-2019,AUD,1.4798
06-10-2019,EUR,0.9108
06-10-2019,GBP,0.811
07-10-2019,USD,1.0
07-10-2019,CAD,1.3311
07-10-2019,AUD,1.4842
07-10-2019,EUR,0.9097
07-10-2019,GBP,0.811
08-10-2019,USD,1.0
08-10-2019,CAD,1.3311
08-10-2019,AUD,1.4824
08-10-2019,EUR,0.9102
08-10-2019,GBP,0.8174
09-10-2019,USD,1.0
09-10-2019,CAD,1.3302
09-10-2019,AUD,1.4827
09-10-2019,EUR,0.9107
09-10-2019,GBP,0.8182
10-10-2019,USD,1.0
10-10-2019,CAD,1.3307
10-10-2019,AUD,1.4784
10-10-2019,EUR,0.9066
10-10-2019,GBP,0.8174
11-10-2019,USD,1.0
11-10-2019,CAD,1.3293
11-10-2019,AUD,1.4712
11-10-2019,EUR,0.9056
11-10-2019,GBP,0.7925
12-10-2019,USD,1.0
12-10-2019,CAD,1.3293
12-10-2019,AUD,1.4712
12-10-2019,EUR,0.9056
12-10-2019,GBP,0.7925
13-10-2019,USD,1.0
13-10-2019,CAD,1.3293
13-10-2019,AUD,1.4712
13-10-2019,EUR,0.9056
13-10-2019,GBP,0.7925
14-10-2019,USD,1.0
14-10-2019,CAD,1.3214
14-10-2019,AUD,1.4799
14-10-2019,EUR,0.9065
14-10-2019,GBP,0.7976
15-10-2019,USD,1.0
15-10-2019,CAD,1.323
15-10-2019,AUD,1.4802
15-10-2019,EUR,0.9085
15-10-2019,GBP,0.7909
16-10-2019,USD,1.0
16-10-2019,CAD,1.3209
16-10-2019,AUD,1.487
16-10-2019,EUR,0.907
16-10-2019,GBP,0.7851
17-10-2019,USD,1.0
17-10-2019,CAD,1.3177
17-10-2019,AUD,1.4662
17-10-2019,EUR,0.8998
17-10-2019,GBP,0.7814
18-10-2019,USD,1.0
18-10-2019,CAD,1.3136
18-10-2019,AUD,1.4607
18-10-2019,EUR,0.8973
18-10-2019,GBP,0.7756
19-10-2019,USD,1.0
19-10-2019,CAD,1.3136
19-10-2019,AUD,1.4607
19-10-2019,EUR,0.8973
19-10-2019,GBP,0.7756
20-10-2019,USD,1.0
20-10-2019,CAD,1.3136
20-10-2019,AUD,1.4607
20-10-2019,EUR,0.8973
20-10-2019,GBP,0.7756
21-10-2019,USD,1.0
21-10-2019,CAD,1.3106
21-10-2019,AUD,1.4535
21-10-2019,EUR,0.895
21-10-2019,GBP,0.7691
22-10-2019,USD,1.0
22-10-2019,CAD,1.3101
22-10-2019,AUD,1.4588
22-10-2019,EUR,0.8985
22-10-2019,GBP,0.7733
23-10-2019,USD,1.0
23-10-2019,CAD,1.3088
23-10-2019,AUD,1.4611
23-10-2019,EUR,0.899
23-10-2019,GBP,0.7768
24-10-2019,USD,1.0
24-10-2019,CAD,1.3071
24-10-2019,AUD,1.4623
24-10-2019,EUR,0.8986
24-10-2019,GBP,0.7754
25-10-2019,USD,1.0
25-10-2019,CAD,1.3065
25-10-2019,AUD,1.4648
25-10-2019,EUR,0.9003
25-10-2019,GBP,0.7797
26-10-2019,USD,1.0
26-10-2019,CAD,1.3065
26-10-2019,AUD,1.4648
26-10-2019,EUR,0.9003
26-10-2019,GBP,0.7797
27-10-2019,USD,1.0
27-10-2019,CAD,1.3065
27-10-2019,AUD,1.4648
27-10-2019,EUR,0.9003
27-10-2019,GBP,0.7797
28-10-2019,USD,1.0
28-10-2019,CAD,1.3067
28-10-2019,AUD,1.4652
28-10-2019,EUR,0.902
28-10-2019,GBP,0.7786
29-10-2019,USD,1.0
29-10-2019,CAD,1.3056
29-10-2019,AUD,1.4589
29-10-2019,EUR,0.9013
29-10-2019,GBP,0.7781
30-10-2019,USD,1.0
30-10-2019,CAD,1.3087
30-10-2019,AUD,1.4586
30-10-2019,EUR,0.9004
30-10-2019,GBP,0.7762
31-10-2019,USD,1.0
31-10-2019,CAD,1.3155
31-10-2019,AUD,1.4467
31-10-2019,EUR,0.8965
31-10-2019,GBP,0.7722
01-11-2019,USD,1.0
01-11-2019,CAD,1.3181
01-11-2019,AUD,1.45
01-11-2019,EUR,0.8977
01-11-2019,GBP,0.7721
02-11-2019,USD,1.0
02-11-2019,CAD,1.3181
02-11-2019,AUD,1.45
02-11-2019,EUR,0.8977
02-11-2019,GBP,0.7721
03-11-2019,USD,1.0
03-11-2019,CAD,1.3181
03-11-2019,AUD,1.45
03-11-2019,EUR,0.8977
03-11-2019,GBP,0.7721
04-11-2019,USD,1.0
04-11-2019,CAD,1.3156
04-11-2019,AUD,1.4481
04-11-2019,EUR,0.8962
04-11-2019,GBP,0.774
05-11-2019,USD,1.0
05-11-2019,CAD,1.3128
05-11-2019,AUD,1.4474
05-11-2019,EUR,0.9002
05-11-2019,GBP,0.7752
06-11-2019,USD,1.0
06-11-2019,CAD,1.3164
06-11-2019,AUD,1.4491
06-11-2019,EUR,0.9017
06-11-2019,GBP,0.7758
07-11-2019,USD,1.0
07-11-2019,CAD,1.3167
07-11-2019,AUD,1.4498
07-11-2019,EUR,0.9028
07-11-2019,GBP,0.7804
08-11-2019,USD,1.0
08-11-2019,CAD,1.3196
08-11-2019,AUD,1.456
08-11-2019,EUR,0.9063
08-11-2019,GBP,0.7808
09-11-2019,USD,1.0
09-11-2019,CAD,1.3196
09-11-2019,AUD,1.456
09-11-2019,EUR,0.9063
09-11-2019,GBP,0.7808
10-11-2019,USD,1.0
10-11-2019,CAD,1.3196
10-11-2019,AUD,1.456
10-11-2019,EUR,0.9063
10-11-2019,GBP,0.7808
11-11-2019,USD,1.0
11-11-2019,CAD,1.323
11-11-2019,AUD,1.4587
11-11-2019,EUR,0.9057
11-11-2019,GBP,0.7766
12-11-2019,USD,1.0
12-11-2019,CAD,1.3244
12-11-2019,AUD,1.4605
12-11-2019,EUR,0.9079
12-11-2019,GBP,0.7791
13-11-2019,USD,1.0
13-11-2019,CAD,1.3258
13-11-2019,AUD,1.4653
13-11-2019,EUR,0.9086
13-11-2019,GBP,0.7792
14-11-2019,USD,1.0
14-11-2019,CAD,1.3265
14-11-2019,AUD,1.4743
14-11-2019,EUR,0.9093
14-11-2019,GBP,0.7788
15-11-2019,USD,1.0
15-11-2019,CAD,1.3239
15-11-2019,AUD,1.4701
15-11-2019,EUR,0.9063
15-11-2019,GBP,0.7763
16-11-2019,USD,1.0
16-11-2019,CAD,1.3239
16-11-2019,AUD,1.4701
16-11-2019,EUR,0.9063
16-11-2019,GBP,0.7763
17-11-2019,USD,1.0
17-11-2019,CAD,1.3239
17-11-2019,AUD,1.4701
17-11-2019,EUR,0.9063
17-11-2019,GBP,0.7763
18-11-2019,USD,1.0
18-11-2019,CAD,1.3219
18-11-2019,AUD,1.4684
18-11-2019,EUR,0.9041
18-11-2019,GBP,0.7714
19-11-2019,USD,1.0
19-11-2019,CAD,1.321
19-11-2019,AUD,1.4656
19-11-2019,EUR,0.9028
19-11-2019,GBP,0.7725
20-11-2019,USD,1.0
20-11-2019,CAD,1.3302
20-11-2019,AUD,1.4673
20-11-2019,EUR,0.9042
20-11-2019,GBP,0.7751
21-11-2019,USD,1.0
21-11-2019,CAD,1.3307
21-11-2019,AUD,1.468
21-11-2019,EUR,0.9016
21-11-2019,GBP,0.7713
22-11-2019,USD,1.0
22-11-2019,CAD,1.3275
22-11-2019,AUD,1.4729
22-11-2019,EUR,0.9043
22-11-2019,GBP,0.7775
23-11-2019,USD,1.0
23-11-2019,CAD,1.3275
23-11-2019,AUD,1.4729
23-11-2019,EUR,0.9043
23-11-2019,GBP,0.7775
24-11-2019,USD,1.0
24-11-2019,CAD,1.3275
24-11-2019,AUD,1.4729
24-11-2019,EUR,0.9043
24-11-2019,GBP,0.7775
25-11-2019,USD,1.0
25-11-2019,CAD,1.3307
25-11-2019,AUD,1.4746
25-11-2019,EUR,0.9084
25-11-2019,GBP,0.7768
26-11-2019,USD,1.0
26-11-2019,CAD,1.3306
26-11-2019,AUD,1.4747
26-11-2019,EUR,0.9074
26-11-2019,GBP,0.7778
27-11-2019,USD,1.0
27-11-2019,CAD,1.3266
27-11-2019,AUD,1.4733
27-11-2019,EUR,0.9083
27-11-2019,GBP,0.7762
28-11-2019,USD,1.0
28-11-2019,CAD,1.3289
28-11-2019,AUD,1.4769
28-11-2019,EUR,0.9087
28-11-2019,GBP,0.774
29-11-2019,USD,1.0
29-11-2019,CAD,1.3307
29-11-2019,AUD,1.4777
29-11-2019,EUR,0.9106
29-11-2019,GBP,0.776
30-11-2019,USD,1.0
30-11-2019,CAD,1.3307
30-11-2019,AUD,1.4777
30-11-2019,EUR,0.9106
30-11-2019,GBP,0.776
01-12-2019,USD,1.0
01-12-2019,CAD,1.3307
01-12-2019,AUD,1.4777
01-12-2019,EUR,0.9106
01-12-2019,GBP,0.776
02-12-2019,USD,1.0
02-12-2019,CAD,1.3296
02-12-2019,AUD,1.4733
02-12-2019,EUR,0.9072
02-12-2019,GBP,0.7731
03-12-2019,USD,1.0
03-12-2019,CAD,1.332
03-12-2019,AUD,1.462
03-12-2019,EUR,0.9033
03-12-2019,GBP,0.7696
04-12-2019,USD,1.0
04-12-2019,CAD,1.3272
04-12-2019,AUD,1.4622
04-12-2019,EUR,0.9024
04-12-2019,GBP,0.7636
05-12-2019,USD,1.0
05-12-2019,CAD,1.3169
05-12-2019,AUD,1.4648
05-12-2019,EUR,0.9014
05-12-2019,GBP,0.7614
06-12-2019,USD,1.0
06-12-2019,CAD,1.3176
06-12-2019,AUD,1.4593
06-12-2019,EUR,0.9014
06-12-2019,GBP,0.7612
07-12-2019,USD,1.0
07-12-2019,CAD,1.3176
07-12-2019,AUD,1.4593
07-12-2019,EUR,0.9014
07-12-2019,GBP,0.7612
08-12-2019,USD,1.0
08-12-2019,CAD,1.3176
08-12-2019,AUD,1.4593
08-12-2019,EUR,0.9014
08-12-2019,GBP,0.7612
09-12-2019,USD,1.0
09-12-2019,CAD,1.3251
09-12-2019,AUD,1.4653
09-12-2019,EUR,0.9029
09-12-2019,GBP,0.7602
10-12-2019,USD,1.0
10-12-2019,CAD,1.324
10-12-2019,AUD,1.4693
10-12-2019,EUR,0.9028
10-12-2019,GBP,0.759
11-12-2019,USD,1.0
11-12-2019,CAD,1.3238
11-12-2019,AUD,1.4622
11-12-2019,EUR,0.9029
11-12-2019,GBP,0.7607
12-12-2019,USD,1.0
12-12-2019,CAD,1.3178
12-12-2019,AUD,1.4515
12-12-2019,EUR,0.8979
12-12-2019,GBP,0.7593
13-12-2019,USD,1.0
13-12-2019,CAD,1.3166
13-12-2019,AUD,1.4461
13-12-2019,EUR,0.8949
13-12-2019,GBP,0.7473
14-12-2019,USD,1.0
14-12-2019,CAD,1.3166
14-12-2019,AUD,1.4461
14-12-2019,EUR,0.8949
14-12-2019,GBP,0.7473
15-12-2019,USD,1.0
15-12-2019,CAD,1.3166
15-12-2019,AUD,1.4461
15-12-2019,EUR,0.8949
15-12-2019,GBP,0.7473
16-12-2019,USD,1.0
16-12-2019,CAD,1.3118
16-12-2019,AUD,1.4514
16-12-2019,EUR,0.8972
16-12-2019,GBP,0.7484
17-12-2019,USD,1.0
17-12-2019,CAD,1.3161
17-12-2019,AUD,1.4598
17-12-2019,EUR,0.8959
17-12-2019,GBP,0.7593
18-12-2019,USD,1.0
18-12-2019,CAD,1.3157
18-12-2019,AUD,1.4599
18-12-2019,EUR,0.8997
18-12-2019,GBP,0.7652
19-12-2019,USD,1.0
19-12-2019,CAD,1.3122
19-12-2019,AUD,1.4561
19-12-2019,EUR,0.8995
19-12-2019,GBP,0.7653
20-12-2019,USD,1.0
20-12-2019,CAD,1.3138
20-12-2019,AUD,1.4498
20-12-2019,EUR,0.9011
20-12-2019,GBP,0.7672
21-12-2019,USD,1.0
21-12-2019,CAD,1.3138
21-12-2019,AUD,1.4498
21-12-2019,EUR,0.9011
21-12-2019,GBP,0.7672
22-12-2019,USD,1.0
22-12-2019,CAD,1.3138
22-12-2019,AUD,1.4498
22-12-2019,EUR,0.9011
22-12-2019,GBP,0.7672
23-12-2019,USD,1.0
23-12-2019,CAD,1.3162
23-12-2019,AUD,1.4454
23-12-2019,EUR,0.9029
23-12-2019,GBP,0.7739
24-12-2019,USD,1.0
24-12-2019,CAD,1.3161
24-12-2019,AUD,1.4458
24-12-2019,EUR,0.9025
24-12-2019,GBP,0.772
25-12-2019,USD,1.0
25-12-2019,CAD,1.3161
25-12-2019,AUD,1.4458
25-12-2019,EUR,0.9025
25-12-2019,GBP,0.772
26-12-2019,USD,1.0
26-12-2019,CAD,1.3161
26-12-2019,AUD,1.4458
26-12-2019,EUR,0.9025
26-12-2019,GBP,0.772
27-12-2019,USD,1.0
